Sample,Plate,Row,Column,LABID,Miseq.num,tot.reads,tot.aligned.reads,median.aligned.reads.per.loc,gt.10.aligned,gt.20.aligned,X..on.target,AnimalID,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX.x,HAP,mito.haps,USE.x,GTseq.stratum,Optimization.sample,Main.run,Latitude.x,Longitude.x,YR.x,SOURCE.x,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,FIELDID,Animal_ID,SOURCE.y,Collection_Method,CONTACT_NAME,Organization,Label,LAB,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,USE.y,Restrict_Description,YR.y,MO,DA,Location,City,Island,County,State,Country,Latitude.y,Latitude_Precision,Latitude_Precision_Unit,Longitude.y,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX.y,Gender_Determination,ACCESSIONDATE,GENBANK.,GENBANK1,GENBANK2,GENBANK3,COMMENTS,Record_Creation_Date,Edit_User,Edit_Date
z0056396_Mnov_MS51_n0028514_R1.fastq.gz,3,F,6,z0056396,28514,1075,151,0,1,0,0.14,56396,NA,NA,NA,MixCS,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,10.55,-85.833333,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,CRC050123-2,213624,BIOPSY-COSTA RICA-SPLASH,BIOPSY (PROJECTILE),NA,NA,NA,BLT,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,1,23,,,,,,COSTA RICA,10.55,1,Minute,-85.833333,1,Minute,1,North Pacific,M,Molecular determination by another lab.,7/19/06 0:00,NA,NA,NA,NA,"LOAN 172 BAKER,Other Field ID:MN Z, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:13,Dan Prosperi,9/17/21 8:04
z0056397_Mnov_MS51_n0028515_R1.fastq.gz,3,G,6,z0056397,28515,274070,254454,647,363,358,0.928,56397,NA,NA,NA,CentAm,CentAm,M,F2,MnMito16,mito,CentAm,NA,x,10.55,-85.833333,2005,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,CRC050123-3,213625,BIOPSY-COSTA RICA-SPLASH,BIOPSY (PROJECTILE),NA,NA,NA,BLT,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,1,23,,,,,,COSTA RICA,10.55,1,Minute,-85.833333,1,Minute,1,North Pacific,U,,7/19/06 0:00,NA,NA,NA,NA,"LOAN 172 BAKER, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:13,Dan Prosperi,9/17/21 8:04
z0061973_Mnov_MS51_n0028517_R1.fastq.gz,3,A,7,z0061973,28517,1010,31,0,0,0,0.031,61973,NA,NA,NA,MixCM,CentAm,M,E10,MnMito15,mito,CentAm,NA,x,40.95,-124.366666,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC20060927-03,215084,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2006,9,27,,,,,CALIFORNIA,UNITED STATES OF AMERICA,40.95,1,Minute,-124.366666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,2/2/07 0:00,NA,NA,NA,NA,LOAN 247,5/31/12 16:15,Dan Prosperi,9/17/21 8:04
z0061976_Mnov_MS51_n0028518_R1.fastq.gz,3,B,7,z0061976,28518,2147,993,2,3,0,0.463,61976,NA,NA,NA,MixCM,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,38,-123.333333,2006,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC20061001-02,215087,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2006,10,1,,,,,CALIFORNIA,UNITED STATES OF AMERICA,38,1,Minute,-123.333333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,2/2/07 0:00,NA,NA,NA,NA,LOAN 247,5/31/12 16:15,Dan Prosperi,9/17/21 8:04
z0066792_Mnov_MS51_n0028520_R1.fastq.gz,3,D,7,z0066792,28520,744,348,0,1,1,0.468,66792,NA,NA,NA,CentAm,CentAm,M,SP90,MnMito48,mito,CentAm,NA,x,9.433333,-84.616666,2006,BIOPSY-SWFSC-STAR06,Lisa,Low concentration with multiple extractions,Not required per Kelly,NA,NA,NA - collected in CentAm,DSJ060908.03,217003,BIOPSY-SWFSC-STAR06,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,N,,2006,9,8,,,,,,COSTA RICA,9.433333,1,Minute,-84.616666,1,Minute,1,North Pacific,U,,7/12/07 0:00,NA,NA,NA,NA,,5/31/12 16:16,Dan Prosperi,9/17/21 8:04
z0066805_Mnov_MS51_n0028521_R1.fastq.gz,3,E,7,z0066805,28521,300,261,0,0,0,0.87,66805,NA,NA,NA,CentAm,CentAm,M,H35,MnMito45N,mito,CentAm,x,x,7.9,-79.066666,2006,BIOPSY-SWFSC-STAR06,Lisa,NA,Not required per Kelly,NA,NA,NA - collected in CentAm,DSJ060913.07,217016,BIOPSY-SWFSC-STAR06,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,N,,2006,9,13,,,,,,PANAMA,7.9,1,Minute,-79.066666,1,Minute,1,North Pacific,U,,7/12/07 0:00,NA,NA,NA,NA,,5/31/12 16:16,Dan Prosperi,9/17/21 8:04
z0101084_Mnov_MS51_n0028522_R1.fastq.gz,3,F,7,z0101084,28522,178,133,0,0,0,0.747,101084,NA,NA,NA,CentAm,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,35.266666,-120.95,2010,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC20100725-N2-01,226119,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2010,7,25,SAN LUIS OBISPO,,,,CALIFORNIA,UNITED STATES OF AMERICA,35.266666,1,Minute,-120.95,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/13/10 0:00,NA,NA,NA,NA,,5/31/12 16:25,Dan Prosperi,9/17/21 8:04
z0101085_Mnov_MS51_n0028523_R1.fastq.gz,3,G,7,z0101085,28523,200,159,0,0,0,0.795,101085,NA,NA,NA,CentAm,CentAm,F,F2,MnMito29,mito,CentAm,NA,x,35.266666,-120.95,2010,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC20100725-N2-02,226120,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2010,7,25,SAN LUIS OBISPO,,,,CALIFORNIA,UNITED STATES OF AMERICA,35.266666,1,Minute,-120.95,1,Minute,1,North Pacific,U,,10/13/10 0:00,NA,NA,NA,NA,,5/31/12 16:25,Dan Prosperi,9/17/21 8:04
z0108513_Mnov_MS51_n0028526_R1.fastq.gz,3,B,8,z0108513,28526,4572,1459,2,16,2,0.319,108513,175346,196776,NA,CentAm,CentAm,F,F2,MnMito29,mito,CentAm,NA,x,36.8,-121.95,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Cascadia match pre-HW,CRC20120603-CTC03,229926,BIOPSY-CA-MLML,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2012,6,3,MONTEREY BAY,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.8,1,Minute,-121.95,1,Minute,1,North Pacific,F,Molecular determination by another lab.,8/6/12 0:00,NA,NA,NA,NA,,8/6/12 12:52,Dan Prosperi,9/17/21 8:04
z0133302_Mnov_MS51_n0028527_R1.fastq.gz,3,C,8,z0133302,28527,35619,30987,60,333,293,0.87,133302,NA,NA,NA,SMex,CentAm,M,F2,MnMito29,mito,CentAm,NA,x,40.4,-124.616666,2011,BIOPSY-CASCADIA,John,"Low concentration, but trying it",3-Nov-21,"Yes, collaborator",NA,FIBB,CRC-20111009-ZIP-03,234870,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2011,10,9,,,,,,,40.4,1,Minute,-124.616666,1,Minute,1,North Pacific,U,,10/26/11 0:00,NA,NA,NA,NA,Samples thawed in transit-NEB10/2011,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
z0173485_Mnov_MS51_n0028528_R1.fastq.gz,3,D,8,z0173485,28528,54456,51730,121,356,344,0.95,173485,NA,NA,NA,CentAm,CentAm,F,F2,MnMito35,mito,CentAm,NA,x,NA,NA,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC-20160326-ZIP-03,237700,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2016,3,26,N Puget Sound,,,,WASHINGTON,UNITED STATES OF AMERICA,NA,NA,,NA,NA,,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,4/20/16 0:00,NA,NA,NA,NA,,4/20/16 16:36,Dan Prosperi,9/17/21 8:04
z0178294_Mnov_MS51_n0028532_R1.fastq.gz,3,H,8,z0178294,28532,3157,658,1,1,1,0.208,178294,NA,NA,NA,MMex,CentAm,M,F2,MnMito38N,mito,CentAm,NA,x,37.557166,-122.559666,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",CRC-20160522-MUS-02,238470,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2016,5,22,,,,,CALIFORNIA,UNITED STATES OF AMERICA,37.557166,0.01,MINUTE,-122.559666,0.01,MINUTE,1,North Pacific,U,,1/19/17 0:00,NA,NA,NA,NA,   Longitude changed from positive to negative,1/19/17 15:31,Dan Prosperi,9/17/21 8:04
z0178305_Mnov_MS51_n0028533_R1.fastq.gz,3,A,9,z0178305,28533,81,36,0,0,0,0.444,107052,107052,NA,NA,CentAm,CentAm,M,F2,MnMito39N,mito,CentAm,NA,x,34.282333,-119.837833,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Cascadia match pre-HW,CRC-20160716-MUS-01,238481,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2016,7,16,,,,,CALIFORNIA,UNITED STATES OF AMERICA,34.282333,0.01,MINUTE,-119.837833,0.01,MINUTE,1,North Pacific,U,,1/19/17 0:00,NA,NA,NA,NA,   Longitude changed from positive to negative,1/19/17 15:31,Dan Prosperi,9/17/21 8:04
z0051324_Mnov_MS51_n0028557_R1.fastq.gz,3,A,12,z0051324,28557,14564,7270,7,152,81,0.499,51324,NA,NA,NA,CentAm,CentAm,M,F2,MnMito32,mito,CentAm,NA,x,35.533333,-121.366666,2005,BIOPSY-SWFSC-CSCAPE,Karin,"Alleged dup of 53759, but sex and hap are different",2-Nov-21,2-Nov-21,NA,Cascadia match pre-HW,DSJ051123.01,210672,BIOPSY-SWFSC-CSCAPE,BIOPSY (PROJECTILE),NA,NA,NA,KAF,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,11,23,WEST COAST,,,,,UNITED STATES OF AMERICA,35.533333,1,Minute,-121.366666,1,Minute,1,North Pacific,M,Molecular determination by another lab.,1/11/06 0:00,NA,NA,NA,NA,LOAN 172 BAKER,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0053757_Mnov_MS51_n0028558_R1.fastq.gz,3,B,12,z0053757,28558,38993,680,1,1,1,0.017,53757,NA,NA,NA,CentAm,CentAm,F,E1,MnMito09,mito,CentAm,NA,x,13.783333,-90.366666,2006,BIOPSY-GUATEMALA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,MNOV-060216.03,212505,BIOPSY-GUATEMALA-SPLASH,BIOPSY (PROJECTILE),NA,NA,NA,BLT,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2006,2,16,,,,,,GUATEMALA,13.783333,1,Minute,-90.366666,1,Minute,1,North Pacific,U,,4/4/06 0:00,NA,NA,NA,NA,"LOAN 172 BAKER, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0056378_Mnov_MS51_n0028559_R1.fastq.gz,3,C,12,z0056378,28559,80184,74958,171,353,343,0.935,56378,NA,NA,NA,CentAm,CentAm,F,F2,MnMito32,mito,CentAm,NA,x,10.95,-85.733333,2004,BIOPSY-COSTA RICA-SPLASH,John,NA,3-Nov-21,"Yes, collaborator",NA,NA - collected in CentAm,CRC040126-2,213606,BIOPSY-COSTA RICA-SPLASH,BIOPSY (PROJECTILE),NA,NA,NA,BLT,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2004,1,26,,,,,,COSTA RICA,10.95,1,Minute,-85.733333,1,Minute,1,North Pacific,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,7/19/06 0:00,NA,NA,NA,NA,"LOAN 172 BAKER,Other Field ID:MN MO, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:13,Dan Prosperi,9/17/21 8:04
z0066792_Mnov_MS51_n0028560_R1.fastq.gz,3,D,12,z0066792,28560,68845,60226,145,359,347,0.875,66792,NA,NA,NA,CentAm,CentAm,M,SP90,MnMito48,mito,CentAm,NA,x,9.433333,-84.616666,2006,BIOPSY-SWFSC-STAR06,Lisa,Low concentration with multiple extractions,Not required per Kelly,NA,NA,NA - collected in CentAm,DSJ060908.03,217003,BIOPSY-SWFSC-STAR06,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,N,,2006,9,8,,,,,,COSTA RICA,9.433333,1,Minute,-84.616666,1,Minute,1,North Pacific,U,,7/12/07 0:00,NA,NA,NA,NA,,5/31/12 16:16,Dan Prosperi,9/17/21 8:04
z0029831_Mnov_MS51_n0028565_R1.fastq.gz,8,A,1,z0029831,28565,13257,2719,7,105,7,0.205,29831,NA,NA,NA,MixSM,SMX,M,Aplus,MnMito03,mito,SMX,NA,x,44.25,-124.55,2002,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",CRC-020907-7A,199068,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2002,9,7,,,,,OREGON,UNITED STATES OF AMERICA,44.25,1,Minute,-124.55,1,Minute,1,North Pacific,M,Molecular determination by another lab.,11/8/02 0:00,NA,NA,NA,NA,"JAC 31/17-18, LOAN 151",5/31/12 16:06,Dan Prosperi,9/17/21 8:04
z0029833_Mnov_MS51_n0028566_R1.fastq.gz,8,B,1,z0029833,28566,528242,423074,1146.5,363,362,0.801,29833,NA,NA,NA,MixSM,SMX,M,E1,MnMito14,mito,SMX,NA,x,44.433333,-124.8,2002,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",CRC-020907-9,199070,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2002,9,7,,,,,OREGON,UNITED STATES OF AMERICA,44.433333,1,Minute,-124.8,1,Minute,1,North Pacific,U,,11/8/02 0:00,NA,NA,NA,NA,"JAC 31/33-34, LOAN 151",5/31/12 16:06,Dan Prosperi,9/17/21 8:04
z0045329_Mnov_MS51_n0028567_R1.fastq.gz,8,C,1,z0045329,28567,776116,737140,1753,363,360,0.95,45329,NA,NA,NA,SMex,SMX,F,F2,MnMito29,mito,SMX,NA,x,34.933333,-120.733333,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",CRC040724-N2-6,207650,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2004,7,24,,,,,CALIFORNIA,UNITED STATES OF AMERICA,34.933333,1,Minute,-120.733333,1,Minute,1,North Pacific,F,Molecular determination by another lab.,3/7/05 0:00,NA,NA,NA,NA,"LOAN 172 BAKER,OTHER ID: MN X, SAMPLE ACCIDENTALY NOT KEPT FROZEN FOR ~2 WEEKS, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:10,Dan Prosperi,9/17/21 8:04
z0045357_Mnov_MS51_n0028568_R1.fastq.gz,8,D,1,z0045357,28568,344942,332774,848.5,360,357,0.965,45357,NA,NA,NA,MMex,SMX,M,E1,MnMito13N,mito,SMX,NA,x,36.6,-122.066666,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,"Nico, FIBB",CRC040919-4,207678,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2004,9,19,,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.6,1,Minute,-122.066666,1,Minute,1,North Pacific,M,Molecular determination by another lab.,3/7/05 0:00,NA,NA,NA,NA,"LOAN 172 BAKER,OTHER ID: MN A, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:10,Dan Prosperi,9/17/21 8:04
z0045358_Mnov_MS51_n0028569_R1.fastq.gz,8,E,1,z0045358,28569,115942,100101,229,355,351,0.863,45358,101086,178302,NA,SMex,SMX,F,F2,MnMito29,mito,SMX,NA,x,36.6,-122.066666,2004,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Katherina,CRC040919-5,207679,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2004,9,19,,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.6,1,Minute,-122.066666,1,Minute,1,North Pacific,F,Molecular determination by another lab.,3/7/05 0:00,NA,NA,NA,NA,"LOAN 172 BAKER,",5/31/12 16:10,Dan Prosperi,9/17/21 8:04
z0051402_Mnov_MS51_n0028570_R1.fastq.gz,8,F,1,z0051402,28570,438799,403401,1084.5,365,362,0.919,51402,53052,NA,NA,SMex,SMX,M,E6,MnMito25,mito,SMX,NA,x,48.583333,-125.533333,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Katherina,MAC050610.01,210750,BIOPSY-SWFSC-CSCAPE,BIOPSY (PROJECTILE),NA,NA,NA,KAF,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,6,10,,,,,BRITISH COLUMBIA,CANADA,48.583333,1,Minute,-125.533333,1,Minute,1,North Pacific,M,Molecular determination by another lab.,1/11/06 0:00,NA,NA,NA,NA,LOAN 172 BAKER,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0051879_Mnov_MS51_n0028573_R1.fastq.gz,8,A,2,z0051879,28573,602,172,0,0,0,0.286,51879,NA,NA,NA,MMex,SMX,M,F2,MnMito29,mito,SMX,NA,x,34.2,-119.783333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,FIBB,CRC050626-3,211226,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,6,26,,,,,CALIFORNIA,UNITED STATES OF AMERICA,34.2,1,Minute,-119.783333,1,Minute,1,North Pacific,M,Molecular determination by another lab.,1/20/06 0:00,NA,NA,NA,NA,"LOAN 172 BAKER, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0051968_Mnov_MS51_n0028577_R1.fastq.gz,8,E,2,z0051968,28577,145516,127333,230,354,335,0.875,51968,NA,NA,NA,MMex,SMX,F,F4,MnMito42,mito,SMX,NA,x,40.35,-124.533333,2005,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Nico,CRC20051119-ZIP-#2,211315,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,KMR,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,11,19,,,,,CALIFORNIA,UNITED STATES OF AMERICA,40.35,1,Minute,-124.533333,1,Minute,1,North Pacific,F,Molecular determination by another lab.,1/20/06 0:00,NA,NA,NA,NA,"LOAN 172 BAKER, SKIN TO WORTHY LAB FOR ISOTOPES",5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0053055_Mnov_MS51_n0028578_R1.fastq.gz,8,F,2,z0053055,28578,5702,2712,2,56,20,0.476,53055,NA,NA,NA,MixMB.WA,SMX,M,E1_E11,MnMito14,mito,SMX,NA,x,48.4,-125.666666,2004,BIOPSY-CANADA-SPLASH,Thomas Doniol-Valcroze,NA,NA,"Yes, collaborator",NA,"Nico, FIBB",BCHB04-41,212117,BIOPSY-CANADA-SPLASH,BIOPSY (PROJECTILE),NA,NA,NA,BLT,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2004,8,30,,,,,BRITISH COLUMBIA,CANADA,48.4,1,Minute,-125.666666,1,Minute,1,North Pacific,U,,3/15/06 0:00,NA,NA,NA,NA,LOAN 172 BAKER,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0108480_Mnov_MS51_n0028583_R1.fastq.gz,8,C,3,z0108480,28583,103905,89739,220.5,357,348,0.864,108480,NA,NA,NA,SMex,SMX,F,F2,MnMito29,mito,SMX,NA,x,36.8,-121.9,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Katherina,CRC20120506-CTC02,229893,BIOPSY-CA-MLML,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2012,5,6,MONTEREY BAY,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.8,1,Minute,-121.9,1,Minute,1,North Pacific,F,,8/6/12 0:00,NA,NA,NA,NA,,8/6/12 12:52,Dan Prosperi,9/17/21 8:04
z0108508_Mnov_MS51_n0028584_R1.fastq.gz,8,D,3,z0108508,28584,496744,470262,901.5,359,358,0.947,108508,NA,NA,NA,SMex,SMX,M,F2,MnMito29,mito,SMX,NA,x,36.8,-121.9,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Nico,CRC20120530-CTC06,229921,BIOPSY-CA-MLML,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2012,5,30,MONTEREY BAY,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.8,1,Minute,-121.9,1,Minute,1,North Pacific,M,Molecular determination by another lab.,8/6/12 0:00,NA,NA,NA,NA,,8/6/12 12:52,Dan Prosperi,9/17/21 8:04
z0178296_Mnov_MS51_n0028590_R1.fastq.gz,8,B,4,z0178296,28590,3095,1721,0,1,1,0.556,107067,107067,NA,NA,SMex,SMX,M,E5,MnMito23,mito,SMX,NA,x,37.761,-123.135833,2016,BIOPSY-CASCADIA,John,NA,3-Nov-21,"Yes, collaborator",NA,Katherina,CRC-20160523-MUS-03,238472,BIOPSY-CASCADIA,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2016,5,23,,,,,CALIFORNIA,UNITED STATES OF AMERICA,37.761,0.01,MINUTE,-123.135833,0.01,MINUTE,1,North Pacific,U,,1/19/17 0:00,NA,NA,NA,NA,   Longitude changed from positive to negative,1/19/17 15:31,Dan Prosperi,9/17/21 8:04
z0051402_Mnov_MS51_n0028609_R1.fastq.gz,8,E,6,z0051402,28609,160,110,0,0,0,0.688,51402,53052,NA,NA,SMex,SMX,M,E6,MnMito25,mito,SMX,NA,x,48.583333,-125.533333,2005,BIOPSY-SWFSC-CSCAPE,Karin,NA,2-Nov-21,2-Nov-21,NA,Katherina,MAC050610.01,210750,BIOPSY-SWFSC-CSCAPE,BIOPSY (PROJECTILE),NA,NA,NA,KAF,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Permission to use in 'stress' or SPLASH research only - see letter w/ data,2005,6,10,,,,,BRITISH COLUMBIA,CANADA,48.583333,1,Minute,-125.533333,1,Minute,1,North Pacific,M,Molecular determination by another lab.,1/11/06 0:00,NA,NA,NA,NA,LOAN 172 BAKER,5/31/12 16:12,Dan Prosperi,9/17/21 8:04
z0108508_Mnov_MS51_n0028610_R1.fastq.gz,8,F,6,z0108508,28610,65254,62916,132.5,343,331,0.964,108508,NA,NA,NA,SMex,SMX,M,F2,MnMito29,mito,SMX,NA,x,36.8,-121.9,2012,BIOPSY-CA-MLML,Jim Harvey?,NA,2-Nov-21,3-Nov-21,NA,Nico,CRC20120530-CTC06,229921,BIOPSY-CA-MLML,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2012,5,30,MONTEREY BAY,,,,CALIFORNIA,UNITED STATES OF AMERICA,36.8,1,Minute,-121.9,1,Minute,1,North Pacific,M,Molecular determination by another lab.,8/6/12 0:00,NA,NA,NA,NA,,8/6/12 12:52,Dan Prosperi,9/17/21 8:04
